Flight_ID,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Travel_Purpose,Seat_Class,Flight_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F1111,SEA,DFW,3/24/2024 16:10,140,On-time,1725,Leisure,Economy,7.1,3,0,0
F1320,ORD,DEN,3/2/2025 3:51,60,On-time,1298,Leisure,Economy,6.9,13,0,0
F252,DFW,LAX,8/29/2023 10:52,226,On-time,1453,Emergency,Economy,7.6,8,0,0
F1297,ATL,ATL,4/29/2024 4:04,148,On-time,1000,Business,Economy,8,0,0,0
F1769,LAX,JFK,3/13/2024 1:42,240,On-time,1352,Business,Economy,7.8,5,0,0
F1854,LAX,LAX,5/22/2024 18:06,223,On-time,658,Emergency,Premium Economy,7.5,3,0,0
F865,ORD,DEN,10/13/2024 19:16,135,Delayed,1626,Business,Economy,5.5,0,0,1
F1542,DEN,DEN,7/19/2023 2:12,226,On-time,1316,Leisure,Economy,7.4,2,0,1
F1971,SEA,DEN,2/20/2025 18:13,191,On-time,476,Business,Economy,7.1,8,0,0
F288,ORD,DFW,1/17/2025 8:45,130,On-time,1677,Business,Business,8,12,0,0
F835,DFW,ATL,2/24/2025 14:44,80,On-time,1452,Business,Premium Economy,7.1,86,0,0
F1867,LAX,DEN,11/30/2023 1:07,148,On-time,409,Leisure,Economy,6,1,1,0
F677,JFK,SFO,2/7/2024 15:42,380,On-time,776,Family,Economy,8.6,10,0,0
F167,ATL,DFW,7/23/2024 5:20,178,On-time,1394,Emergency,Economy,5.9,1,0,0
F1094,ORD,ATL,5/18/2024 0:56,139,Delayed,1019,Business,Premium Economy,8.3,3,0,1
F779,SFO,ATL,8/15/2024 14:08,258,Delayed,787,Leisure,Economy,8.5,6,0,0
F683,ATL,JFK,10/14/2024 1:50,208,On-time,1303,Leisure,Economy,7.3,1,0,0
F1297,LAX,JFK,4/21/2024 15:43,36,On-time,1788,Leisure,Economy,7.7,2,0,0
F1459,DEN,DFW,4/7/2024 8:03,128,Delayed,746,Family,First,6.2,8,0,0
F1789,DEN,SEA,3/24/2025 8:15,166,Delayed,1222,Emergency,Economy,4.9,27,0,0
F1972,SFO,ATL,7/17/2024 9:23,184,On-time,1114,Family,Economy,7,16,1,0
F75,DEN,DEN,8/25/2023 23:59,137,On-time,1344,Business,Economy,5.7,1,0,0
F1271,ORD,DFW,9/2/2023 0:09,183,On-time,1045,Family,Business,7,8,0,0
F1808,ORD,LAX,8/17/2024 6:25,119,On-time,639,Business,Economy,8.2,4,0,0
F378,DEN,ATL,7/15/2024 0:17,93,On-time,607,Family,Economy,7.5,12,0,0
F651,JFK,LAX,1/8/2025 13:25,138,Delayed,698,Emergency,Economy,4.9,13,0,1
F1450,DEN,SFO,2/1/2025 2:29,168,On-time,664,Emergency,Business,8.8,5,0,0
F1890,DEN,DFW,5/17/2023 2:33,147,On-time,1479,Leisure,Business,6,7,0,0
F739,LAX,ORD,7/29/2023 15:27,212,On-time,890,Emergency,Premium Economy,7.9,2,0,0
F1050,ATL,ORD,11/17/2023 10:50,179,On-time,1264,Business,Economy,6.5,38,0,0
F867,DEN,ATL,8/12/2023 17:19,95,On-time,1092,Family,Economy,6.6,4,0,0
F612,JFK,LAX,12/29/2024 3:09,177,Cancelled,1197,Leisure,Premium Economy,5.9,5,0,0
F307,JFK,JFK,1/13/2025 3:59,133,Cancelled,1044,Leisure,Premium Economy,9.4,27,0,0
F101,SEA,ORD,11/13/2024 20:28,183,On-time,1341,Emergency,Economy,8.4,1,0,0
F441,SEA,JFK,7/17/2023 20:33,176,On-time,1186,Family,Economy,7.4,12,0,1
F951,DEN,ORD,10/2/2023 11:23,279,On-time,1517,Leisure,Economy,7.4,0,0,0
F959,LAX,JFK,11/21/2024 20:28,164,On-time,1342,Business,Economy,4.9,20,0,0
F1336,SEA,DEN,8/13/2024 0:32,161,Delayed,1059,Family,Economy,5.7,10,0,0
F422,SFO,ORD,5/27/2024 15:16,201,Delayed,530,Business,Economy,5,8,0,0
F376,LAX,SFO,9/25/2024 14:23,125,Delayed,1012,Family,First,6.8,4,0,0
F1847,SEA,ATL,4/1/2025 11:11,139,On-time,1489,Leisure,Economy,6.3,15,0,0
F874,SFO,DFW,10/17/2024 21:21,223,On-time,864,Business,Economy,9.1,3,0,0
F1745,ORD,JFK,12/25/2024 0:29,92,Cancelled,1217,Leisure,Economy,7.5,0,0,0
F1841,DEN,SFO,3/9/2025 10:45,201,On-time,1559,Leisure,Economy,7.8,11,0,0
F1130,LAX,LAX,3/5/2024 15:48,221,On-time,1207,Emergency,Economy,7.5,23,0,1
F1024,SEA,DFW,1/11/2025 16:48,202,On-time,1114,Leisure,Economy,7.3,22,0,0
F1273,SEA,DEN,9/14/2024 8:03,231,On-time,1222,Business,Economy,7,14,0,0
F335,DEN,ORD,10/5/2024 5:25,193,On-time,1539,Emergency,Economy,7.6,13,0,1
F734,DFW,SFO,4/24/2024 10:52,175,On-time,1059,Business,Premium Economy,7.7,5,0,0
F161,LAX,ORD,1/7/2025 4:52,158,On-time,1446,Leisure,Economy,6.2,37,0,0
F419,LAX,SEA,7/10/2024 16:21,190,On-time,1419,Business,Economy,7.4,3,0,0
F1715,DFW,SFO,7/7/2024 6:44,151,On-time,1495,Family,Economy,7.6,8,0,1
F561,DEN,DFW,2/28/2025 14:24,150,Delayed,1360,Business,Economy,4.8,0,0,1
F275,SEA,DFW,12/24/2024 9:35,62,Delayed,971,Leisure,Economy,5.1,13,0,1
F1118,SFO,DFW,11/10/2023 3:05,117,On-time,1156,Emergency,Economy,7.1,5,0,0
F521,ATL,SFO,3/20/2024 17:11,119,On-time,1307,Business,Premium Economy,9,2,0,0
F1360,ORD,LAX,2/16/2024 4:30,221,Delayed,1437,Emergency,Economy,7.4,4,0,0
F1038,SEA,SEA,10/24/2024 12:34,121,On-time,1063,Emergency,Economy,6.5,34,0,1
F1793,DFW,LAX,10/26/2023 23:45,205,Delayed,1471,Business,Premium Economy,7,30,0,0
F488,ORD,SEA,12/24/2024 17:11,168,On-time,1107,Business,Business,6.5,3,0,0
F1107,LAX,ORD,1/6/2025 1:27,176,Delayed,1130,Emergency,Economy,8.8,3,1,0
F276,DEN,DEN,1/12/2025 18:21,172,On-time,1688,Business,Economy,8,3,0,1
F394,SEA,ATL,11/28/2023 15:09,164,On-time,1393,Family,Economy,8,1,0,0
F310,SFO,DFW,8/14/2023 16:04,199,Delayed,1461,Emergency,Premium Economy,7,11,1,0
F259,DFW,ATL,10/20/2023 18:22,174,On-time,1750,Leisure,Economy,5.3,14,0,0
F492,LAX,JFK,6/9/2023 21:09,230,On-time,818,Emergency,Business,6.8,6,0,0
F414,ORD,ATL,7/31/2024 16:39,119,On-time,1368,Leisure,Economy,9.5,3,0,0
F233,SEA,SFO,4/14/2025 18:59,56,Delayed,702,Emergency,Economy,7,2,0,0
F1941,ORD,SEA,6/10/2023 15:52,131,On-time,1199,Emergency,Economy,5.8,13,0,0
F1353,JFK,SFO,4/7/2025 21:04,237,On-time,1042,Leisure,Economy,7.4,9,0,1
F1371,SFO,ORD,11/30/2023 6:47,81,On-time,822,Family,First,4.8,2,0,0
F1891,ATL,DEN,4/21/2024 13:58,71,On-time,1441,Family,Economy,10,10,0,0
F1623,JFK,DEN,1/4/2024 12:48,193,On-time,689,Family,First,7.7,8,0,0
F489,DFW,LAX,9/30/2024 6:33,148,Delayed,935,Leisure,Economy,7.3,10,0,0
F776,LAX,JFK,12/11/2024 16:39,223,On-time,1056,Leisure,Premium Economy,8.7,21,0,0
F250,JFK,DFW,7/18/2024 9:54,249,On-time,1029,Family,Business,7.3,12,0,1
F1089,DFW,DEN,9/2/2024 3:39,169,On-time,1579,Business,Business,7.8,0,0,0
F1348,ATL,SFO,2/14/2025 0:01,201,Cancelled,1178,Business,Economy,5.5,3,0,0
F1031,DFW,SFO,2/7/2025 3:33,161,Delayed,1032,Family,Economy,7.5,10,0,0
F1314,ORD,SFO,4/28/2024 20:07,70,On-time,1263,Leisure,Economy,4.3,2,0,0
F1044,ATL,JFK,3/4/2024 2:29,203,On-time,1174,Emergency,First,5.9,25,0,0
F202,LAX,ATL,8/30/2024 8:59,233,On-time,1161,Family,Business,9.2,0,0,1
F217,JFK,SFO,8/18/2023 15:39,197,On-time,787,Emergency,Economy,6.9,8,0,0
F138,ATL,SEA,1/10/2025 14:26,170,On-time,1685,Family,Business,6.6,7,0,0
F687,SFO,ATL,3/21/2025 4:39,165,Cancelled,1121,Family,Economy,7.9,23,0,0
F941,JFK,ORD,5/29/2023 23:24,165,On-time,890,Business,Economy,9.2,7,0,0
F825,SEA,ATL,1/25/2025 21:54,39,On-time,1059,Emergency,Economy,7.7,7,0,0
F119,DFW,ORD,6/3/2023 22:23,200,On-time,1210,Emergency,Economy,5.1,6,0,0
F756,ORD,ATL,3/4/2024 1:11,101,On-time,1642,Leisure,Business,6.4,19,0,0
F1630,SFO,LAX,11/30/2023 19:58,176,On-time,1613,Emergency,Business,6,20,0,0
F1017,DEN,ORD,6/7/2023 17:48,170,On-time,1018,Business,Economy,6.7,2,0,1
F1941,DFW,DEN,10/18/2024 22:40,177,Delayed,1548,Business,Economy,8,8,0,0
F1488,SEA,ORD,9/1/2024 10:33,217,On-time,1534,Family,Premium Economy,3,23,1,0
F1233,SEA,ORD,9/28/2023 23:38,75,On-time,1311,Business,Premium Economy,6.1,10,0,1
F1628,ORD,DEN,6/7/2024 16:45,163,On-time,1267,Family,Economy,7.4,12,0,0
F1943,SFO,ORD,2/17/2024 3:49,113,On-time,1032,Business,Economy,5.2,25,0,0
F1814,ORD,SEA,11/25/2023 11:59,332,On-time,1096,Family,Economy,9.7,38,0,0
F116,ATL,ORD,4/26/2023 8:04,223,On-time,1267,Family,Premium Economy,6.9,3,0,0
F1306,JFK,SEA,11/19/2023 23:31,212,On-time,848,Emergency,First,9.2,4,0,0
F832,DEN,DFW,6/15/2023 22:44,184,On-time,1371,Emergency,Economy,8.9,2,0,0
F885,ATL,ORD,12/22/2024 12:03,277,On-time,1451,Emergency,Premium Economy,6.8,15,0,0
F985,JFK,DFW,6/23/2023 3:45,211,On-time,866,Leisure,Economy,7.7,5,0,0
F876,JFK,ATL,10/21/2023 12:05,289,Delayed,1038,Emergency,Economy,7.5,14,0,0
F1719,LAX,DEN,7/2/2024 22:46,214,On-time,1145,Emergency,Economy,3.9,3,0,1
F260,ORD,LAX,1/22/2024 1:51,199,On-time,1176,Family,Economy,7.4,1,0,0
F736,DFW,ORD,10/13/2023 20:00,285,On-time,1624,Business,Economy,8.5,4,0,0
F1389,DEN,ATL,3/24/2024 14:18,207,Delayed,1259,Business,Economy,7.2,1,0,0
F640,JFK,DFW,1/7/2025 15:30,234,On-time,1293,Family,Economy,7.2,10,0,0
F1295,LAX,LAX,3/14/2024 2:24,173,On-time,1145,Family,Economy,5.2,10,0,0
F756,SFO,DEN,9/23/2024 19:51,216,Delayed,1439,Emergency,Economy,5.9,13,0,0
F1578,ORD,DEN,1/4/2025 22:45,204,On-time,597,Leisure,Economy,6.7,6,0,0
F597,DEN,SFO,10/15/2024 19:28,165,On-time,1015,Business,Economy,6.6,3,0,0
F1388,SFO,LAX,11/16/2024 2:56,131,On-time,1235,Leisure,Premium Economy,6,13,0,0
F1406,DEN,SFO,3/6/2025 6:21,167,On-time,1217,Leisure,Economy,7.7,2,0,0
F1569,JFK,JFK,8/6/2024 1:19,142,Delayed,1332,Emergency,Economy,4.1,4,0,0
F106,DEN,JFK,8/25/2023 20:43,169,On-time,962,Family,Economy,5,11,0,1
F1142,SFO,ORD,3/23/2024 7:56,253,On-time,905,Business,Economy,6.4,16,0,0
F803,DFW,SEA,5/1/2023 4:19,134,On-time,1273,Business,Economy,5.3,5,0,0
F1729,ATL,SEA,12/4/2023 6:44,231,On-time,1237,Emergency,Premium Economy,5,13,0,0
F1972,SFO,JFK,3/22/2025 3:39,238,On-time,1326,Business,Economy,5.8,1,0,0
F1858,LAX,SFO,9/19/2024 5:32,218,On-time,1516,Leisure,Economy,6.8,0,0,0
F1790,DFW,DFW,8/24/2023 14:27,167,On-time,1185,Business,Premium Economy,10,5,0,1
F174,SFO,SFO,11/21/2024 16:31,151,Delayed,1499,Emergency,First,6.5,0,0,1
F437,DEN,DFW,3/10/2025 17:47,160,On-time,1179,Business,Economy,5.9,12,0,0
F170,DFW,SFO,5/24/2023 10:19,149,On-time,923,Leisure,Premium Economy,6.7,3,0,0
F1501,DFW,DEN,7/10/2024 4:15,92,On-time,1322,Business,Economy,7.2,3,0,0
F568,LAX,SFO,4/15/2025 8:13,180,On-time,1146,Business,Premium Economy,9.1,30,0,0
F1053,DEN,LAX,7/30/2023 12:45,232,On-time,1105,Business,First,6.1,23,0,1
F981,ORD,DEN,9/30/2024 10:24,225,On-time,1458,Business,Economy,8.2,32,0,0
F1028,LAX,JFK,5/14/2023 16:35,150,On-time,1412,Business,Premium Economy,3.9,16,0,0
F44,LAX,ORD,5/24/2023 4:25,153,On-time,552,Leisure,Business,8,17,0,1
F556,SEA,ATL,8/12/2023 14:36,318,On-time,1488,Leisure,Economy,7.3,23,0,0
F159,SEA,JFK,5/24/2024 21:33,245,On-time,1277,Emergency,Economy,6.4,7,0,0
F355,SEA,JFK,6/27/2023 19:49,313,On-time,1081,Business,Business,5.8,2,0,0
F78,SEA,SEA,1/21/2025 23:40,263,On-time,291,Family,Business,8.6,8,0,0
F165,SFO,LAX,11/5/2023 7:06,65,On-time,1490,Leisure,Economy,5.6,4,0,0
F1559,DFW,SEA,4/14/2025 4:43,122,On-time,1606,Leisure,Premium Economy,6.1,1,0,1
F648,LAX,DFW,3/28/2024 11:17,161,On-time,806,Leisure,Economy,7.5,3,0,0
F1249,ATL,ATL,2/21/2024 2:03,45,On-time,1165,Business,Premium Economy,6.1,3,0,0
F661,DFW,SFO,8/5/2023 3:00,201,On-time,2053,Family,Economy,6.8,1,0,0
F803,SEA,SEA,6/21/2023 17:01,189,On-time,1182,Business,Premium Economy,8.9,12,0,1
F861,DEN,DEN,10/22/2023 19:58,197,On-time,938,Business,Economy,8.3,13,0,0
F179,DFW,JFK,8/31/2023 16:52,98,On-time,953,Emergency,Economy,5.7,3,0,0
F228,ORD,LAX,10/23/2023 6:41,275,On-time,1186,Business,Premium Economy,5.8,9,0,0
F928,ORD,LAX,3/14/2025 22:52,228,On-time,763,Family,Economy,6.9,2,0,0
F616,LAX,DFW,6/8/2024 17:26,127,On-time,1839,Family,Business,6.4,9,0,0
F1759,JFK,DFW,11/18/2024 17:37,230,Cancelled,1036,Business,Premium Economy,7.3,11,0,1
F1413,ATL,SEA,4/27/2023 11:04,76,On-time,1434,Emergency,Economy,6.7,7,1,0
F1168,DEN,ATL,3/31/2025 11:57,216,On-time,1464,Emergency,Business,6.7,7,0,0
F585,SEA,LAX,5/9/2024 15:32,235,On-time,804,Business,Economy,6.1,17,0,0
F1504,SEA,LAX,5/26/2023 1:26,113,On-time,1387,Family,Economy,5.6,1,0,0
F873,DFW,ORD,8/25/2023 18:01,166,On-time,1121,Leisure,Economy,5.4,15,0,0
F1613,ORD,LAX,5/20/2024 17:50,209,Delayed,1280,Emergency,Economy,8.7,7,0,0
F285,DFW,DEN,12/31/2024 19:37,-4,Delayed,1089,Family,Economy,5.2,9,0,1
F1155,JFK,SEA,6/29/2024 20:56,202,On-time,1305,Emergency,Economy,7,1,0,0
F1693,LAX,LAX,9/25/2024 6:39,217,On-time,883,Business,Premium Economy,8.6,1,0,0
F1668,LAX,ATL,5/1/2023 17:09,229,On-time,1412,Business,Premium Economy,7.9,2,0,0
F676,ORD,DEN,10/13/2023 22:46,184,On-time,957,Family,Economy,6.4,8,0,1
F1945,ATL,SFO,2/6/2024 22:25,205,Cancelled,1395,Family,Premium Economy,7.2,22,0,0
F428,DEN,ATL,3/15/2024 7:34,241,Delayed,974,Family,Premium Economy,7.1,6,0,1
F196,DEN,SEA,1/17/2025 10:28,203,On-time,1107,Emergency,Economy,5.1,21,0,0
F1333,ATL,LAX,3/8/2025 0:38,243,Delayed,1457,Leisure,Business,6.3,6,0,0
F1165,SEA,ATL,4/25/2024 14:59,196,On-time,1085,Family,Economy,8.5,16,0,0
F1093,ATL,SFO,10/23/2023 4:03,184,On-time,1256,Leisure,Business,7.9,12,0,0
F1398,ATL,JFK,7/13/2023 11:12,41,On-time,1069,Emergency,Premium Economy,9.7,10,0,0
F1778,ORD,ATL,2/2/2024 0:49,230,On-time,784,Emergency,First,7.4,16,0,0
F1474,DEN,DEN,3/12/2024 2:22,243,On-time,1273,Leisure,Economy,7.3,4,0,0
F1418,DEN,ATL,2/8/2024 18:32,132,On-time,1136,Leisure,Economy,4.6,34,0,0
F1110,ATL,SFO,6/15/2024 12:50,262,On-time,1624,Family,Premium Economy,7.1,6,0,0
F1134,SFO,SFO,2/9/2025 5:15,219,On-time,1350,Emergency,Economy,6.6,6,0,0
F1948,LAX,SFO,5/13/2023 1:19,202,On-time,1469,Business,Economy,8,23,0,0
F1737,DFW,JFK,11/17/2024 22:31,237,Delayed,1539,Leisure,Premium Economy,7.6,12,0,0
F941,SEA,ORD,1/30/2025 16:38,128,Cancelled,1017,Leisure,Premium Economy,7.5,15,0,1
F372,LAX,ORD,12/1/2024 11:10,161,On-time,1740,Business,Economy,7.1,3,0,0
F558,ATL,ATL,1/15/2024 20:50,147,On-time,1177,Leisure,First,5.8,5,0,0
F1410,DEN,LAX,3/4/2025 2:25,205,On-time,1305,Leisure,Business,6.5,10,0,0
F945,ORD,DFW,3/20/2024 20:13,94,On-time,976,Emergency,Economy,10,7,0,0
F1575,SFO,ATL,7/3/2024 2:03,256,On-time,1407,Business,First,3.3,2,0,0
F1008,JFK,ATL,7/27/2023 20:08,264,On-time,1025,Leisure,Premium Economy,6.6,6,0,0
F1765,LAX,LAX,10/23/2023 13:46,129,Delayed,1079,Leisure,Economy,6.9,2,0,0
F1535,SFO,JFK,7/26/2024 23:44,169,On-time,1169,Leisure,Business,7.6,5,0,0
F1006,ATL,LAX,9/10/2024 7:47,220,On-time,1141,Leisure,Business,5.2,20,0,1
F1078,LAX,DEN,12/21/2024 19:59,316,On-time,1149,Emergency,Economy,7,23,0,1
F756,LAX,DFW,1/11/2024 9:21,95,On-time,993,Business,Economy,8.3,8,0,0
F1264,LAX,JFK,3/2/2024 20:56,107,On-time,1640,Business,Premium Economy,6.7,14,1,1
F79,SFO,SFO,8/7/2023 0:03,68,On-time,786,Emergency,Economy,5,1,1,0
F750,JFK,DFW,9/13/2024 13:52,232,On-time,705,Business,Business,10,10,0,0
F1445,SEA,DFW,1/21/2024 20:27,167,On-time,1238,Leisure,Economy,6.7,22,0,0
F261,LAX,SEA,4/18/2024 3:06,180,On-time,1044,Emergency,Economy,8,2,0,1
F1029,SFO,SFO,11/2/2024 20:38,240,Delayed,1646,Emergency,Economy,4.9,0,0,0
F133,DFW,DEN,12/30/2023 2:25,210,On-time,1158,Business,Economy,6.5,17,0,0
F1859,JFK,LAX,2/8/2025 22:42,289,On-time,1845,Emergency,Economy,9.2,22,0,0
F484,DEN,SFO,12/18/2023 21:52,111,On-time,1085,Emergency,Economy,7.1,6,1,0
F1187,DEN,ORD,11/26/2024 5:55,217,On-time,1554,Family,Premium Economy,8.6,2,1,0
F1359,SEA,JFK,8/26/2023 1:16,169,On-time,1596,Family,Economy,9.1,7,0,0
F1018,DFW,LAX,7/20/2024 23:24,260,On-time,1801,Leisure,Economy,6.6,3,0,0
F1014,LAX,DFW,9/5/2023 9:49,230,On-time,1078,Emergency,Economy,5.7,29,0,0
F1350,LAX,ORD,4/7/2025 19:13,82,On-time,1178,Leisure,Premium Economy,9.5,16,0,0
F643,SEA,DFW,1/5/2025 1:14,178,On-time,875,Family,Economy,6.5,2,0,1
F372,ORD,ORD,3/10/2024 3:22,235,On-time,934,Emergency,Economy,6.3,3,0,0
F1657,LAX,ATL,11/14/2024 10:21,137,Delayed,1356,Leisure,Economy,8.3,2,0,0
F1013,SFO,ORD,2/9/2025 10:46,189,On-time,1741,Emergency,Economy,7.8,0,0,0
F171,JFK,ATL,12/3/2023 6:37,63,On-time,1139,Family,Economy,8.7,1,0,0
F237,DEN,SFO,7/17/2024 7:50,199,Delayed,1328,Emergency,Economy,6.3,10,0,0
F24,ATL,ORD,6/10/2023 11:22,89,On-time,1718,Business,Economy,8.1,1,0,1
F125,ATL,JFK,2/18/2024 14:19,156,On-time,952,Emergency,Economy,7.5,23,0,0
F966,LAX,SFO,7/19/2024 6:48,203,On-time,1896,Leisure,Premium Economy,7.7,10,0,0
F701,ORD,DFW,7/17/2024 18:01,230,Delayed,1190,Business,Economy,5.7,12,0,0
F387,DFW,DFW,1/29/2025 11:35,113,On-time,1282,Leisure,Economy,7.8,8,0,0
F1194,JFK,DFW,10/31/2024 3:24,174,On-time,1547,Leisure,Business,5.2,1,1,0
F888,DEN,SFO,9/23/2023 1:43,197,On-time,1086,Leisure,Economy,7.4,21,0,0
F317,LAX,SEA,2/27/2024 23:44,197,On-time,1059,Leisure,Economy,8.1,4,0,0
F1657,SEA,JFK,3/25/2024 22:40,276,On-time,1050,Leisure,Business,4.3,16,0,0
F1229,ATL,ATL,3/26/2024 16:29,53,Delayed,1207,Family,Premium Economy,5.9,21,0,0
F1294,SFO,LAX,9/29/2024 13:40,255,Delayed,1251,Family,Economy,4.7,2,0,0
F1561,JFK,DEN,12/21/2024 15:13,274,On-time,1008,Family,Premium Economy,5.3,3,0,0
F1914,DEN,DEN,5/25/2023 9:58,75,On-time,1085,Emergency,Economy,6.5,3,0,0
F777,DFW,JFK,1/7/2024 7:12,202,On-time,1062,Leisure,Business,8.7,5,0,0
F1863,SFO,LAX,10/19/2023 23:22,259,Delayed,700,Family,Economy,7.8,12,0,0
F1575,DEN,ORD,8/10/2023 3:36,161,On-time,1374,Business,Economy,6.8,5,0,0
F1661,ATL,ORD,3/5/2024 7:26,173,On-time,504,Emergency,Economy,10,34,0,1
F1683,DEN,SEA,8/11/2024 3:22,124,On-time,1157,Family,Economy,9.6,7,0,0
F320,SEA,ORD,1/15/2025 8:27,190,On-time,886,Emergency,Economy,6.6,5,0,0
F1273,SEA,ORD,10/4/2023 21:15,220,Delayed,1588,Family,Economy,5.5,10,0,1
F931,DFW,ORD,10/1/2023 10:48,137,On-time,1590,Family,Business,10,19,1,0
F790,ATL,JFK,2/8/2025 18:05,169,On-time,1259,Family,Economy,8.3,14,0,0
F556,SFO,ATL,6/6/2023 7:38,236,On-time,954,Emergency,Premium Economy,5.4,8,0,1
F1734,SFO,ORD,5/24/2023 13:51,266,Delayed,1187,Business,Economy,5.2,14,0,0
F749,SFO,DFW,2/17/2025 6:38,187,On-time,1100,Business,Premium Economy,8.3,24,0,1
F1466,LAX,DEN,6/3/2024 0:59,190,On-time,1273,Business,Economy,8,27,0,1
F1773,SFO,JFK,3/3/2025 9:14,158,On-time,1144,Leisure,Business,4.5,9,0,0
F1939,JFK,ATL,7/7/2023 11:40,112,On-time,1065,Business,Economy,6.3,9,0,0
F1977,DEN,ATL,4/21/2024 13:19,166,Cancelled,1493,Business,Economy,6.7,3,0,1
F762,JFK,SFO,4/4/2024 5:23,110,Cancelled,1225,Family,Economy,7.8,16,0,0
F979,ATL,ATL,2/8/2025 12:58,58,On-time,752,Emergency,Economy,4.4,3,0,0
F568,SEA,JFK,1/21/2025 0:32,0,Delayed,711,Emergency,Economy,5.9,10,0,0
F91,SEA,SFO,6/1/2024 20:28,214,Delayed,1118,Business,Premium Economy,8,27,0,1
F1277,SEA,ORD,5/5/2023 17:45,261,On-time,886,Family,Premium Economy,9.3,6,0,0
F918,SEA,ATL,8/3/2023 12:29,184,On-time,1158,Leisure,Economy,6.6,7,0,0
F1831,ORD,LAX,1/14/2024 2:02,64,Delayed,1566,Business,Economy,3.6,2,0,0
F1225,DFW,JFK,7/1/2024 18:54,194,On-time,728,Emergency,Economy,4.7,2,0,0
F527,SEA,LAX,7/17/2023 1:33,153,On-time,1141,Family,Economy,7.2,6,0,0
F1027,SEA,DFW,2/21/2024 0:08,176,On-time,1436,Family,Economy,7.9,9,0,0
F633,ATL,DFW,11/19/2024 5:57,122,On-time,1332,Emergency,Economy,6.8,8,0,0
F936,JFK,ATL,1/20/2025 14:12,199,On-time,483,Emergency,First,6.3,8,0,0
F654,DEN,SEA,5/25/2024 19:06,185,On-time,1248,Business,Premium Economy,8,10,0,0
F99,DEN,DFW,8/29/2024 6:03,202,On-time,863,Leisure,Economy,4.9,12,0,0
F1224,DEN,ORD,1/3/2024 3:10,96,Delayed,744,Business,Business,6.7,1,0,0
F1790,JFK,ORD,11/14/2023 2:07,153,Delayed,1299,Emergency,Economy,7.9,13,0,0
F677,ORD,DEN,9/29/2024 7:11,94,On-time,1123,Family,Premium Economy,5.9,2,0,0
F705,LAX,ORD,4/21/2025 23:36,279,Delayed,993,Family,Premium Economy,7.1,32,0,0
F872,LAX,ATL,2/29/2024 1:26,136,On-time,872,Family,Economy,6.3,8,0,0
F1544,DFW,JFK,9/13/2023 9:04,125,On-time,785,Business,Business,5.4,10,0,0
F509,SFO,DEN,1/17/2024 9:27,104,On-time,1448,Leisure,Economy,7.7,5,0,1
F340,SEA,ATL,8/30/2023 18:43,226,On-time,1108,Business,Economy,9.6,29,0,0
F1127,DFW,DFW,12/15/2024 2:23,157,On-time,972,Business,Premium Economy,7.4,17,0,0
F431,LAX,ORD,11/2/2023 22:30,184,On-time,1072,Business,First,7.1,2,0,0
F1186,LAX,ATL,4/27/2024 13:23,258,On-time,944,Emergency,Premium Economy,7.7,0,0,1
F1496,ATL,SFO,8/4/2023 3:37,143,On-time,1123,Family,Economy,5.7,11,0,0
F730,DFW,SFO,10/20/2024 9:27,213,On-time,1040,Emergency,Economy,6.3,12,0,0
F1386,SEA,JFK,1/21/2024 20:25,107,Delayed,1125,Leisure,Economy,4.2,1,0,0
F1523,ORD,LAX,10/3/2024 13:10,252,On-time,1189,Leisure,Economy,6.3,1,0,0
F1017,ATL,DEN,10/19/2023 21:33,182,On-time,1229,Business,Business,10,1,0,0
F790,ATL,DEN,6/27/2023 13:50,248,On-time,1328,Business,Economy,9,14,0,0
F987,LAX,ORD,7/14/2023 4:56,163,On-time,1025,Emergency,Economy,5,15,0,0
F609,JFK,SEA,7/19/2024 13:56,110,On-time,1278,Business,Business,6.9,41,0,0
F638,LAX,DEN,10/11/2023 3:01,159,Delayed,932,Leisure,Economy,4.2,5,0,1
F1618,SEA,DFW,2/6/2025 17:02,209,On-time,1482,Emergency,First,8.1,24,0,0
F1437,LAX,LAX,7/26/2023 21:30,230,On-time,1116,Emergency,Economy,7.8,4,0,0
F803,LAX,SFO,11/30/2024 17:54,290,On-time,1852,Family,Economy,5,3,0,0
F1685,SEA,SEA,11/28/2023 5:11,203,On-time,986,Emergency,Business,7.2,0,0,0
F1806,ATL,LAX,6/22/2024 9:59,224,On-time,846,Family,Economy,5,5,0,1
F1426,JFK,JFK,8/20/2023 13:34,74,Delayed,1790,Leisure,Premium Economy,8.6,20,0,0
F911,LAX,JFK,7/22/2023 5:59,238,On-time,1070,Leisure,Economy,3.4,1,0,1
F221,SEA,LAX,1/13/2024 22:37,184,On-time,1318,Emergency,Economy,9.3,8,0,0
F990,ORD,DFW,11/19/2023 11:52,192,On-time,1438,Family,Economy,8.5,12,0,1
F259,ATL,SEA,8/17/2023 14:26,118,On-time,904,Family,First,7.7,2,0,0
F1085,SFO,JFK,8/29/2023 12:36,175,On-time,1421,Family,Business,6.8,2,0,0
F723,JFK,DEN,5/20/2023 23:06,237,On-time,1187,Emergency,Business,9.4,5,0,1
F305,DEN,SFO,12/4/2024 3:38,133,Cancelled,1226,Emergency,Premium Economy,6.5,14,0,0
